Time,Signal strength (dBm)
81.47557,-36 dBm
81.782693,-37 dBm
82.090432,-34 dBm
82.397239,-35 dBm
82.704175,-38 dBm
83.010996,-39 dBm
83.318527,-38 dBm
83.625853,-37 dBm
83.933255,-36 dBm
84.240336,-41 dBm
84.547649,-42 dBm
84.854609,-41 dBm
85.162262,-40 dBm
85.469031,-42 dBm
86.083964,-39 dBm
86.390627,-36 dBm
86.698339,-38 dBm
87.005527,-35 dBm
87.312136,0 dBm
87.61863,-37 dBm
87.926629,-35 dBm
88.233436,-37 dBm
88.541408,-37 dBm
88.848153,-42 dBm
89.156383,-41 dBm
89.462706,-36 dBm
89.769877,-36 dBm
90.077462,-37 dBm
90.384108,-37 dBm
90.691424,-35 dBm
90.998173,-36 dBm
91.30573,-37 dBm
91.613452,-36 dBm
91.920128,-37 dBm
92.227369,-37 dBm
92.534713,-38 dBm
92.841675,-36 dBm
93.148866,-36 dBm
93.763231,-40 dBm
94.070976,-39 dBm
94.377555,-40 dBm
94.685381,-43 dBm
94.992238,0 dBm
95.29941,-42 dBm
95.606995,-43 dBm
95.913688,-38 dBm
96.221135,-37 dBm
96.528575,-35 dBm
96.835224,-38 dBm
97.142107,-38 dBm
97.449511,-37 dBm
97.757106,-38 dBm
98.064171,-39 dBm
98.371207,-36 dBm
98.678877,-39 dBm
98.985611,-37 dBm
99.292866,-35 dBm
99.600174,-34 dBm
99.90741,-34 dBm
100.21491,-33 dBm
100.521694,-34 dBm
100.828807,-34 dBm
101.443641,-36 dBm
101.750251,-35 dBm
102.057724,-38 dBm
102.671953,0 dBm
102.979112,-39 dBm
103.286487,-40 dBm
103.593739,-43 dBm
103.900663,-42 dBm
104.207985,-42 dBm
104.515133,-42 dBm
104.822824,-39 dBm
105.130013,-37 dBm
105.43673,-37 dBm
105.744537,-38 dBm
106.051141,-38 dBm
106.358294,-39 dBm
106.666667,-39 dBm
106.972631,-40 dBm
107.279977,-39 dBm
107.587449,-34 dBm
107.894234,-37 dBm
108.20197,-35 dBm
108.508596,-34 dBm
108.816017,-35 dBm
109.123221,-34 dBm
109.430219,-34 dBm
110.352239,0 dBm
110.659545,-34 dBm
110.966214,-35 dBm
111.273411,-33 dBm
111.581989,-41 dBm
111.887816,-37 dBm
112.502079,-43 dBm
112.809514,-41 dBm
113.116591,-40 dBm
113.423619,-43 dBm
113.731456,-36 dBm
114.345831,-36 dBm
114.653067,-37 dBm
114.959639,-39 dBm
115.267084,-37 dBm
115.57417,-38 dBm
115.881487,-41 dBm
116.189021,-42 dBm
116.495688,-36 dBm
117.110246,-36 dBm
117.417259,-34 dBm
117.724859,-36 dBm
118.031693,0 dBm
118.33862,-34 dBm
118.646079,-34 dBm
118.953228,-33 dBm
119.260519,-34 dBm
119.567616,-33 dBm
119.875373,-34 dBm
120.182561,-35 dBm
120.500215,-36 dBm
120.79594,-37 dBm
121.103583,-36 dBm
121.411352,-33 dBm
121.717971,-38 dBm
122.025103,-39 dBm
122.332936,-42 dBm
122.639727,-40 dBm
122.94675,-41 dBm
123.253997,-42 dBm
123.561132,-42 dBm
123.868929,-42 dBm
124.482961,-38 dBm
124.790036,-38 dBm
125.097294,-34 dBm
125.404879,-38 dBm
126.01956,-37 dBm
126.326109,-37 dBm
126.940361,-36 dBm
127.247896,-35 dBm
127.554583,-36 dBm
128.169207,-35 dBm
128.476326,-35 dBm
128.783544,-35 dBm
129.090731,-35 dBm
129.398111,-35 dBm
129.705007,-36 dBm
130.012243,-35 dBm
130.319523,-33 dBm
130.626839,-34 dBm
130.934381,-35 dBm
131.241183,-35 dBm
131.548262,-35 dBm
131.855601,-39 dBm
132.162841,-38 dBm
132.469872,-40 dBm
132.777102,-42 dBm
133.084286,-42 dBm
133.698804,-39 dBm
134.005788,-40 dBm
134.313078,-38 dBm
134.620358,-40 dBm
134.927913,-35 dBm
135.234654,-39 dBm
135.848577,-39 dBm
136.156372,-38 dBm
136.463895,-34 dBm
136.770672,-36 dBm
137.077778,-35 dBm
137.384972,-33 dBm
137.692192,-34 dBm
137.999324,-34 dBm
138.307341,-34 dBm
138.613611,-35 dBm
138.921452,-33 dBm
139.535448,-33 dBm
139.842722,-33 dBm
140.151322,-34 dBm
140.457001,-36 dBm
140.763532,-35 dBm
141.379008,-35 dBm
141.685811,-37 dBm
141.993034,-38 dBm
142.30015,-41 dBm
142.607218,-38 dBm
142.914646,-41 dBm
143.221807,-39 dBm
143.528789,-41 dBm
143.836553,-43 dBm
144.143276,-42 dBm
144.757758,-39 dBm
145.064795,-38 dBm
145.372548,-36 dBm
145.680732,-38 dBm
145.986922,-39 dBm
146.293782,-38 dBm
146.600826,-39 dBm
146.90815,-39 dBm
147.215199,-33 dBm
147.522395,-35 dBm
147.8296,-34 dBm
148.136567,-34 dBm
148.444457,-33 dBm
148.751092,0 dBm
149.058323,-35 dBm
149.366551,-34 dBm
149.672687,-34 dBm
149.980466,-35 dBm
150.287252,-33 dBm
150.594219,-33 dBm
150.901933,-35 dBm
151.20886,-33 dBm
151.515869,-32 dBm
151.824681,-34 dBm
152.437934,-35 dBm
152.744618,-37 dBm
153.051267,-37 dBm
153.359563,-42 dBm
153.666258,-41 dBm
153.97384,-41 dBm
154.280102,-41 dBm
154.895109,-42 dBm
155.202192,-40 dBm
155.50997,-38 dBm
155.81675,-38 dBm
156.123701,-34 dBm
156.431435,0 dBm
156.738685,-39 dBm
157.352614,-38 dBm
157.659825,-40 dBm
157.967517,-38 dBm
158.274362,-35 dBm
158.581382,-32 dBm
158.888492,-34 dBm
159.195904,-35 dBm
159.503507,-34 dBm
159.810541,-36 dBm
160.117325,-33 dBm
160.425003,-33 dBm
160.731883,-32 dBm
161.346782,-35 dBm
161.653355,-33 dBm
161.960952,-35 dBm
162.267238,-37 dBm
162.575434,-37 dBm
162.882627,-46 dBm
163.189188,-38 dBm
163.497026,-41 dBm
163.803647,-42 dBm
164.110891,0 dBm
164.417464,-42 dBm
164.72522,-42 dBm
165.032579,-39 dBm
165.33954,-40 dBm
165.646832,-40 dBm
165.954576,-37 dBm
166.568981,-40 dBm
166.876077,-39 dBm
167.182841,-37 dBm
167.490567,-38 dBm
167.797368,-37 dBm
168.104374,-36 dBm
168.411704,-32 dBm
169.026163,-35 dBm
169.333302,-33 dBm
169.64046,-35 dBm
169.948009,-33 dBm
170.254857,-34 dBm
170.562527,-35 dBm
170.86937,-36 dBm
171.176345,-36 dBm
171.484081,-36 dBm
171.790805,0 dBm
172.098023,-44 dBm
172.405625,-37 dBm
172.712368,-42 dBm
173.020333,-45 dBm
173.328346,-42 dBm
173.633906,-41 dBm
173.941264,-42 dBm
174.248179,-39 dBm
174.555577,-41 dBm
174.863211,-40 dBm
175.169872,-38 dBm
175.477635,-37 dBm
175.784296,-39 dBm
176.091562,-39 dBm
176.398667,-39 dBm
176.705762,-39 dBm
177.01359,-37 dBm
177.320328,-39 dBm
178.243529,-36 dBm
178.54897,-34 dBm
178.856072,-38 dBm
179.163408,-34 dBm
179.471139,0 dBm
179.777851,-33 dBm
180.085224,-32 dBm
180.392696,-35 dBm
180.699365,-35 dBm
181.007134,-36 dBm
181.313825,-39 dBm
181.621421,-37 dBm
181.928271,-37 dBm
182.235359,-40 dBm
182.543094,-38 dBm
182.849674,-42 dBm
183.15704,-43 dBm
183.464124,-43 dBm
183.771312,-43 dBm
184.078612,-40 dBm
184.385802,-38 dBm
184.692914,-41 dBm
185.000677,-37 dBm
185.61505,-37 dBm
185.921507,-37 dBm
186.228867,-37 dBm
186.536185,-35 dBm
186.843452,-35 dBm
187.151014,0 dBm
187.458236,-35 dBm
187.764865,-35 dBm
188.072151,-34 dBm
188.379468,-35 dBm
188.687005,-36 dBm
188.993784,-37 dBm
189.300822,-37 dBm
189.608485,-35 dBm
189.915326,-35 dBm
190.222428,-37 dBm
190.529717,-35 dBm
190.837034,-35 dBm
191.144085,-36 dBm
191.451373,-35 dBm
191.758402,-37 dBm
192.066032,-39 dBm
192.372803,-39 dBm
192.680524,-41 dBm
192.987739,-41 dBm
193.294428,-39 dBm
193.601559,-43 dBm
193.90933,-43 dBm
194.523686,-43 dBm
194.830359,0 dBm
195.137936,-40 dBm
195.444894,-41 dBm
195.751928,-35 dBm
196.059578,-37 dBm
196.36621,-39 dBm
196.673603,-39 dBm
196.980935,-38 dBm
197.287802,-38 dBm
197.595541,-35 dBm
197.902039,-37 dBm
198.210029,-37 dBm
198.516802,-36 dBm
198.823853,-34 dBm
199.131548,-34 dBm
199.438464,-33 dBm
199.745392,-35 dBm
