Time,Signal strength (dBm)
117.221636,-32 dBm
117.528639,-32 dBm
117.836371,-32 dBm
118.143215,-33 dBm
118.450439,-35 dBm
118.757496,-32 dBm
119.064558,-33 dBm
119.372337,-33 dBm
119.678506,-34 dBm
119.986283,-33 dBm
120.293932,-34 dBm
120.600514,-32 dBm
120.908231,-32 dBm
121.215153,-32 dBm
121.522169,-38 dBm
121.829538,-41 dBm
122.136555,-40 dBm
122.444292,-42 dBm
122.751073,0 dBm
123.058181,-43 dBm
123.67253,-43 dBm
123.979933,-43 dBm
124.287324,-42 dBm
124.901506,-40 dBm
125.208693,-43 dBm
125.515774,-44 dBm
125.823288,-41 dBm
126.130069,-41 dBm
126.437836,-40 dBm
126.744566,-37 dBm
127.05168,-31 dBm
127.359421,-32 dBm
127.666096,-34 dBm
127.973482,-33 dBm
128.280914,-32 dBm
128.587634,-33 dBm
128.895131,-32 dBm
129.202215,-32 dBm
129.509382,-33 dBm
129.816406,-32 dBm
130.123339,-32 dBm
130.431372,-34 dBm
130.738117,-33 dBm
131.045135,-31 dBm
131.352975,-31 dBm
131.659576,-39 dBm
131.967466,-39 dBm
132.581357,-41 dBm
132.887905,-44 dBm
133.195615,-43 dBm
133.503215,-41 dBm
133.810405,-42 dBm
134.117155,-41 dBm
134.424332,-42 dBm
134.731677,-41 dBm
135.038832,-40 dBm
135.346477,-41 dBm
135.653146,-42 dBm
135.960882,-39 dBm
136.267932,-41 dBm
136.574742,-39 dBm
136.882396,-38 dBm
137.188911,-31 dBm
137.496673,-35 dBm
137.803901,-33 dBm
138.110675,-34 dBm
138.41843,-34 dBm
138.725089,-32 dBm
139.032437,-34 dBm
139.339617,-32 dBm
139.954404,-34 dBm
140.261005,-32 dBm
140.568445,-35 dBm
140.875999,-31 dBm
141.490374,-31 dBm
141.797095,-37 dBm
142.104226,-40 dBm
142.411509,-40 dBm
142.718658,-42 dBm
143.025866,-44 dBm
143.333089,-43 dBm
143.640201,-40 dBm
143.946901,-41 dBm
144.254771,-42 dBm
144.561811,-41 dBm
144.869096,-40 dBm
145.176121,-43 dBm
145.483833,-41 dBm
145.790638,-41 dBm
146.097965,-43 dBm
146.405406,-42 dBm
146.712067,-40 dBm
147.019358,-41 dBm
147.326742,-38 dBm
147.633753,-33 dBm
147.941474,-32 dBm
148.24813,-31 dBm
148.555515,-33 dBm
149.169782,-31 dBm
149.47704,-33 dBm
149.784086,-32 dBm
150.091532,-31 dBm
150.398709,-32 dBm
150.706688,-32 dBm
151.012952,-33 dBm
151.320253,-32 dBm
151.627315,-38 dBm
151.934907,-40 dBm
152.241647,-39 dBm
152.548928,-42 dBm
152.856578,-41 dBm
153.162726,-44 dBm
153.470632,-41 dBm
153.7778,-42 dBm
154.08499,-42 dBm
154.392128,-42 dBm
154.699202,-41 dBm
155.006436,-41 dBm
155.313789,-43 dBm
155.620893,-41 dBm
155.928551,-42 dBm
156.235135,-42 dBm
156.849763,-39 dBm
157.156874,-31 dBm
157.464481,-31 dBm
158.078428,-31 dBm
158.386197,-30 dBm
158.692731,-31 dBm
159.000386,-31 dBm
159.307205,-32 dBm
159.614277,-33 dBm
159.921711,-31 dBm
160.228663,-31 dBm
160.536093,-30 dBm
160.843316,-34 dBm
161.150558,0 dBm
161.457593,-43 dBm
161.764737,-40 dBm
162.072068,-42 dBm
162.38021,-43 dBm
162.685769,-45 dBm
162.992886,-45 dBm
163.608312,-42 dBm
163.915219,-41 dBm
164.222243,-42 dBm
164.52949,-40 dBm
164.836708,-39 dBm
165.143641,-41 dBm
165.758392,-36 dBm
166.065595,-37 dBm
166.37277,-37 dBm
166.680273,-32 dBm
166.987493,-30 dBm
167.294285,-31 dBm
167.601899,-31 dBm
168.215758,-32 dBm
168.523157,-33 dBm
168.830418,-32 dBm
169.137106,-34 dBm
169.444555,-31 dBm
169.751758,-31 dBm
170.059193,-31 dBm
170.366249,-32 dBm
170.673445,-32 dBm
170.980492,-33 dBm
171.287804,-32 dBm
171.595074,-39 dBm
171.902322,-39 dBm
172.209406,-45 dBm
172.516626,-40 dBm
172.823686,-42 dBm
173.131407,-42 dBm
173.438278,-41 dBm
173.745912,-42 dBm
174.052558,-42 dBm
174.666893,-43 dBm
174.974209,-43 dBm
175.282571,-41 dBm
175.58852,-40 dBm
175.896128,-41 dBm
176.203075,-39 dBm
176.51011,-38 dBm
176.817226,-36 dBm
177.124976,-35 dBm
177.431224,-32 dBm
177.738929,-33 dBm
178.046196,-33 dBm
178.353274,-32 dBm
178.660939,-31 dBm
178.968159,-32 dBm
179.274808,-32 dBm
179.582042,-32 dBm
179.889207,-33 dBm
180.19659,-32 dBm
180.503694,-33 dBm
180.810762,-32 dBm
181.118528,-32 dBm
181.425824,-32 dBm
181.7329,-32 dBm
182.346789,-37 dBm
182.653462,-39 dBm
182.961255,-43 dBm
183.268374,-42 dBm
183.575575,-42 dBm
183.882688,-46 dBm
184.190497,-45 dBm
184.497183,-44 dBm
184.80428,-45 dBm
185.112047,-44 dBm
185.41846,-41 dBm
185.726433,-42 dBm
186.03317,-41 dBm
186.340328,-41 dBm
186.648066,-41 dBm
186.954753,-41 dBm
187.263316,-36 dBm
187.569264,-31 dBm
187.876268,-32 dBm
188.183643,-31 dBm
188.490808,-33 dBm
188.797846,-31 dBm
189.105528,-33 dBm
190.026663,-33 dBm
190.333808,-32 dBm
190.641553,-31 dBm
191.255959,-32 dBm
191.564273,-32 dBm
191.869779,-32 dBm
192.177525,-30 dBm
192.484255,-36 dBm
192.791764,-40 dBm
193.098638,-40 dBm
193.405814,-40 dBm
193.71341,-39 dBm
194.020104,-45 dBm
194.327352,-48 dBm
194.63455,-47 dBm
194.942319,-46 dBm
195.249025,-44 dBm
195.556298,-42 dBm
195.863332,-40 dBm
196.170719,-41 dBm
196.477882,-41 dBm
196.78545,-41 dBm
197.0925,-41 dBm
197.39931,-40 dBm
197.706957,-32 dBm
198.01375,-32 dBm
198.321087,-31 dBm
198.628625,-32 dBm
198.935285,-32 dBm
199.243031,-33 dBm
199.549897,0 dBm
199.857205,-33 dBm
