Time,Signal strength (dBm)
63.739428,-38 dBm
64.046131,-41 dBm
64.35388,-42 dBm
64.660782,-40 dBm
64.968509,-41 dBm
65.275236,-41 dBm
65.88948,0 dBm
66.196885,-41 dBm
66.504526,-42 dBm
66.811165,-41 dBm
67.118473,-38 dBm
67.426079,-39 dBm
67.734482,-35 dBm
68.040408,-39 dBm
68.347209,-45 dBm
68.654871,-45 dBm
68.961996,-44 dBm
69.269308,-40 dBm
69.575987,-37 dBm
69.883047,-38 dBm
70.497446,-38 dBm
70.804719,-38 dBm
71.112087,-38 dBm
71.419108,-37 dBm
71.726365,-36 dBm
72.033647,-38 dBm
72.340696,-43 dBm
72.647948,-44 dBm
72.955238,-44 dBm
73.26274,-40 dBm
73.570009,0 dBm
73.876701,-40 dBm
74.184352,-40 dBm
74.490588,-40 dBm
74.798322,-41 dBm
75.105635,-42 dBm
75.412554,-42 dBm
75.719934,-44 dBm
76.02748,-40 dBm
76.334159,-39 dBm
76.641463,-44 dBm
76.94868,-40 dBm
77.255911,-48 dBm
78.177523,-40 dBm
78.48475,-39 dBm
78.791871,-38 dBm
79.099223,-38 dBm
79.406182,-36 dBm
79.713808,-36 dBm
80.020531,-36 dBm
80.327668,-36 dBm
80.636004,0 dBm
80.942318,-39 dBm
81.249246,0 dBm
81.556587,-39 dBm
81.864023,-42 dBm
82.170918,-37 dBm
82.478181,-38 dBm
82.788113,-41 dBm
83.092333,-42 dBm
83.400006,-41 dBm
83.707455,-41 dBm
84.014172,-40 dBm
84.321758,-42 dBm
84.628653,-44 dBm
84.935699,-38 dBm
85.243107,-44 dBm
85.550236,-35 dBm
85.857256,-42 dBm
86.16465,-41 dBm
86.472545,-42 dBm
86.779107,-37 dBm
87.086117,-38 dBm
87.393128,-38 dBm
87.700949,-38 dBm
88.007785,-37 dBm
88.314893,-37 dBm
88.622207,-38 dBm
88.929215,0 dBm
89.236622,-38 dBm
89.543768,-39 dBm
89.851355,-41 dBm
90.158185,-44 dBm
90.465192,-44 dBm
90.772921,-47 dBm
91.080017,-35 dBm
91.386767,-39 dBm
91.694024,-38 dBm
92.001366,-42 dBm
92.308875,-41 dBm
92.615806,-41 dBm
92.922775,-38 dBm
93.230288,-38 dBm
93.537632,-38 dBm
94.152904,-43 dBm
94.765459,-41 dBm
95.073547,-41 dBm
95.380523,-40 dBm
95.994223,-39 dBm
96.301653,-46 dBm
96.609027,0 dBm
96.916254,-37 dBm
97.224031,-37 dBm
97.530653,-38 dBm
97.837964,-38 dBm
98.144613,-37 dBm
98.45229,-36 dBm
98.759896,-41 dBm
99.066185,-39 dBm
99.374377,-38 dBm
99.68156,-38 dBm
99.98824,-38 dBm
100.295981,-38 dBm
100.602757,-38 dBm
100.909875,-38 dBm
101.216592,-46 dBm
101.523822,-45 dBm
101.831341,-51 dBm
102.13868,-38 dBm
102.445678,-38 dBm
102.753535,-39 dBm
103.059584,-39 dBm
103.675459,-41 dBm
103.981839,-43 dBm
104.59622,-42 dBm
104.903786,-43 dBm
105.210629,-42 dBm
105.517731,-45 dBm
105.824591,-39 dBm
106.132284,-41 dBm
106.439334,-35 dBm
106.746511,-46 dBm
107.053743,-45 dBm
107.360617,-45 dBm
107.66864,-41 dBm
107.975313,-37 dBm
108.282935,-39 dBm
108.589639,-38 dBm
108.896983,-39 dBm
109.204511,-38 dBm
109.51119,-38 dBm
109.819016,-39 dBm
110.432949,-37 dBm
110.740601,-38 dBm
111.356663,-37 dBm
111.662129,-39 dBm
111.968839,-39 dBm
112.583131,-39 dBm
113.197699,-37 dBm
113.504815,-37 dBm
113.812451,-38 dBm
114.11934,-40 dBm
114.426579,-41 dBm
114.734131,-38 dBm
115.040815,-40 dBm
115.348528,-42 dBm
115.654706,-42 dBm
115.962461,-42 dBm
116.270001,-38 dBm
116.578672,-38 dBm
116.884394,-40 dBm
117.191669,-36 dBm
117.498343,-49 dBm
117.805175,-43 dBm
118.113848,-42 dBm
118.420488,-39 dBm
118.420488,-39 dBm
119.03451,-39 dBm
119.34168,-38 dBm
120.262667,-38 dBm
120.570535,-38 dBm
120.877601,-38 dBm
121.184827,-39 dBm
121.491902,-37 dBm
122.106576,-44 dBm
122.414005,-47 dBm
122.720195,-35 dBm
123.027851,-40 dBm
123.335591,-40 dBm
123.642737,-39 dBm
123.949971,-40 dBm
124.257183,-41 dBm
124.563362,-41 dBm
124.871159,-42 dBm
125.178396,-41 dBm
125.48596,-43 dBm
125.792739,-44 dBm
126.099799,-44 dBm
126.407523,-40 dBm
127.021889,-36 dBm
127.328633,0 dBm
127.635838,-46 dBm
127.943517,-45 dBm
128.250707,-40 dBm
128.557362,-38 dBm
129.171744,-38 dBm
129.47949,-39 dBm
129.786222,-38 dBm
130.093384,-38 dBm
130.400726,-37 dBm
130.707645,-36 dBm
131.015024,-37 dBm
131.322555,-36 dBm
131.629313,-44 dBm
131.936549,-41 dBm
132.244093,-37 dBm
132.550901,-45 dBm
132.858631,-38 dBm
133.165393,-40 dBm
133.472567,-41 dBm
133.779943,-42 dBm
134.086864,-41 dBm
134.394318,-41 dBm
134.701328,-41 dBm
135.009009,0 dBm
135.315941,-41 dBm
135.622811,-40 dBm
135.930497,-40 dBm
136.237374,-39 dBm
136.852065,-45 dBm
137.160396,-43 dBm
137.466472,-39 dBm
138.08034,-38 dBm
138.387693,-37 dBm
138.694881,-37 dBm
139.002549,-38 dBm
139.309728,-37 dBm
139.616285,-38 dBm
139.923757,-37 dBm
140.230885,-38 dBm
140.538517,-37 dBm
140.845336,-37 dBm
141.152453,-44 dBm
141.460136,-42 dBm
141.7668,-37 dBm
142.073989,-39 dBm
142.381293,-39 dBm
142.687813,0 dBm
142.996073,-43 dBm
143.302894,-42 dBm
143.60992,-42 dBm
143.91974,-42 dBm
144.53203,-43 dBm
144.838908,-42 dBm
145.145875,-41 dBm
145.453436,-40 dBm
145.760422,-40 dBm
146.067568,-41 dBm
146.37486,-43 dBm
146.68175,-43 dBm
146.989615,-43 dBm
147.296322,-40 dBm
147.603456,-37 dBm
147.910601,-38 dBm
148.21784,-38 dBm
148.525581,-38 dBm
148.832407,-38 dBm
149.139325,-37 dBm
149.447061,-39 dBm
150.061219,-38 dBm
150.36875,0 dBm
150.675396,-38 dBm
150.982655,-38 dBm
151.289943,-42 dBm
151.596886,-44 dBm
151.90453,-45 dBm
152.211368,-37 dBm
152.518747,-47 dBm
152.825833,-40 dBm
153.132508,-42 dBm
153.44071,-42 dBm
153.747417,-42 dBm
154.054638,-40 dBm
154.669057,-40 dBm
154.976321,-41 dBm
155.283289,-40 dBm
155.898278,-42 dBm
156.204928,-37 dBm
156.512303,-43 dBm
156.819287,-35 dBm
157.126583,-50 dBm
157.436013,-46 dBm
157.740887,-42 dBm
158.04853,0 dBm
158.355016,-39 dBm
158.662288,-38 dBm
158.970126,-38 dBm
159.276935,-38 dBm
159.584244,-38 dBm
159.891489,-37 dBm
160.19834,-37 dBm
160.505718,-38 dBm
160.815786,-38 dBm
161.120177,-38 dBm
161.427685,-38 dBm
161.734496,-44 dBm
162.348846,-44 dBm
162.655959,-45 dBm
162.963407,-38 dBm
163.270398,-45 dBm
163.578132,-38 dBm
163.885294,-41 dBm
164.191714,-41 dBm
164.498898,-41 dBm
164.806444,-42 dBm
165.113642,-43 dBm
165.421283,-42 dBm
165.727864,0 dBm
166.035683,-40 dBm
166.342783,-39 dBm
166.649558,-41 dBm
166.957024,-38 dBm
167.265515,-40 dBm
167.572658,-52 dBm
167.877837,-47 dBm
168.185536,-43 dBm
168.495377,-43 dBm
168.799905,-37 dBm
169.107166,-38 dBm
169.414407,-39 dBm
169.721484,-37 dBm
170.02912,-37 dBm
170.335369,-39 dBm
170.643235,-38 dBm
170.950782,-39 dBm
171.257406,-37 dBm
171.564605,-38 dBm
171.87201,-43 dBm
172.179438,-46 dBm
172.486674,-46 dBm
172.793492,-38 dBm
173.1008,-44 dBm
173.407978,-39 dBm
173.71502,-41 dBm
174.022786,-42 dBm
174.329571,-42 dBm
174.636766,-43 dBm
174.9443,-42 dBm
175.251005,-40 dBm
175.558264,-41 dBm
175.865554,-42 dBm
176.173075,-42 dBm
176.47998,-41 dBm
176.789097,-36 dBm
177.096235,-44 dBm
177.401508,-46 dBm
177.708755,-42 dBm
178.015943,-43 dBm
178.322987,-38 dBm
178.937416,-38 dBm
179.244166,-38 dBm
179.552165,-38 dBm
180.166217,-38 dBm
180.474797,-37 dBm
180.780492,-37 dBm
181.087802,-37 dBm
181.39504,-37 dBm
181.701984,-43 dBm
182.009846,-43 dBm
182.3165,-43 dBm
182.623812,-38 dBm
182.930935,-40 dBm
183.238599,-39 dBm
183.545818,-39 dBm
184.159698,-42 dBm
184.466981,-41 dBm
184.775341,-41 dBm
185.081076,-43 dBm
185.388597,-41 dBm
185.696067,-38 dBm
186.002273,-43 dBm
186.310368,-34 dBm
186.617339,-47 dBm
186.924512,-42 dBm
187.232029,-41 dBm
187.538686,-39 dBm
187.845956,-39 dBm
188.153366,-39 dBm
188.460435,-38 dBm
189.074831,-37 dBm
189.381948,-37 dBm
189.689699,-38 dBm
189.996848,-37 dBm
190.303526,-37 dBm
190.61092,-37 dBm
190.918134,-39 dBm
191.225073,-43 dBm
191.532421,-43 dBm
191.839521,-50 dBm
192.146888,-37 dBm
192.453894,-40 dBm
192.761059,-42 dBm
193.068297,-42 dBm
193.375523,-41 dBm
193.683127,-43 dBm
193.9894,-42 dBm
194.296979,-41 dBm
194.603718,-40 dBm
194.911467,-40 dBm
195.219181,-39 dBm
195.525944,-42 dBm
195.833014,0 dBm
196.14038,-50 dBm
196.754649,-43 dBm
197.061499,-42 dBm
197.369362,-38 dBm
197.676397,-38 dBm
197.983564,-39 dBm
198.29036,-39 dBm
198.597889,-38 dBm
198.90704,-38 dBm
199.212645,-38 dBm
199.827277,-42 dBm
