Time,Signal strength (dBm)
138.665973,-45 dBm
138.973605,-45 dBm
139.280476,-45 dBm
139.895204,-45 dBm
140.201886,-44 dBm
140.509685,-45 dBm
141.123498,-44 dBm
141.430879,-44 dBm
141.738006,-44 dBm
142.045149,-44 dBm
142.352847,-46 dBm
142.659603,-44 dBm
142.967194,-45 dBm
143.274051,-43 dBm
143.581135,-44 dBm
143.888402,-44 dBm
144.195497,-41 dBm
144.503216,-42 dBm
144.810031,-42 dBm
145.117082,-43 dBm
145.424659,-42 dBm
145.731447,-42 dBm
146.039107,-43 dBm
146.346097,-45 dBm
146.653052,-47 dBm
146.960651,-45 dBm
147.267407,0 dBm
147.575152,-46 dBm
147.88197,-44 dBm
148.189035,-46 dBm
148.496751,-44 dBm
148.802939,-44 dBm
149.110651,-45 dBm
149.417463,-46 dBm
150.032751,-46 dBm
150.339472,-46 dBm
150.646557,-46 dBm
150.953955,-44 dBm
151.261091,-45 dBm
151.568401,-46 dBm
151.875847,-48 dBm
152.182423,-46 dBm
152.490289,-45 dBm
152.797015,-44 dBm
153.10419,-45 dBm
153.410945,-45 dBm
153.718412,-45 dBm
154.027449,-46 dBm
154.333134,-45 dBm
154.640124,-45 dBm
154.947368,0 dBm
155.254686,-45 dBm
155.561813,-45 dBm
155.869026,-45 dBm
156.176094,-45 dBm
156.483589,-45 dBm
156.790431,-46 dBm
157.098114,-45 dBm
157.712213,-45 dBm
158.019756,-46 dBm
158.326538,-46 dBm
158.941388,-45 dBm
159.248048,-44 dBm
159.555794,-43 dBm
159.864351,-43 dBm
160.169685,-42 dBm
160.477377,-42 dBm
160.78405,-42 dBm
161.091274,-45 dBm
161.39899,-45 dBm
161.705608,-45 dBm
162.012749,-45 dBm
162.320171,-44 dBm
162.627387,0 dBm
162.93462,-44 dBm
163.241484,-44 dBm
163.549326,-46 dBm
163.856156,-44 dBm
164.163329,-44 dBm
164.47044,-44 dBm
164.777554,-44 dBm
165.08682,-44 dBm
165.392526,-44 dBm
165.699041,-44 dBm
166.006879,-45 dBm
166.313719,-44 dBm
166.620904,-44 dBm
166.928031,-44 dBm
167.235097,-45 dBm
167.542856,-44 dBm
168.15687,-43 dBm
168.464053,-44 dBm
168.771449,-43 dBm
169.078431,-43 dBm
169.385563,-43 dBm
169.692734,-46 dBm
170.000362,-43 dBm
170.306978,0 dBm
170.614447,-44 dBm
170.921622,-43 dBm
171.228564,-44 dBm
171.536055,-46 dBm
171.843104,-45 dBm
172.150281,-44 dBm
172.457975,-44 dBm
173.072377,-44 dBm
173.379518,-44 dBm
173.688946,-44 dBm
174.30066,-44 dBm
174.607974,-44 dBm
174.915154,-43 dBm
175.529607,-43 dBm
175.836486,-43 dBm
176.143818,-41 dBm
176.451487,-42 dBm
176.75819,-44 dBm
177.065424,-43 dBm
177.372753,-43 dBm
177.679782,-43 dBm
177.98918,0 dBm
178.294126,-44 dBm
178.601583,-43 dBm
178.90872,-44 dBm
179.215842,-44 dBm
179.523163,-44 dBm
179.830144,-45 dBm
180.13751,-45 dBm
180.444645,-45 dBm
180.751717,-44 dBm
181.058874,-46 dBm
181.366182,-44 dBm
181.673489,-43 dBm
181.980297,-43 dBm
182.287583,-45 dBm
182.594934,-44 dBm
183.209795,-44 dBm
183.516414,-44 dBm
183.823693,-43 dBm
184.130831,-45 dBm
184.437593,-44 dBm
184.745688,-43 dBm
185.052092,-43 dBm
185.361111,-43 dBm
185.666983,0 dBm
185.974223,-44 dBm
186.281221,-45 dBm
186.588155,-44 dBm
186.8958,-43 dBm
187.202726,-44 dBm
187.510076,-43 dBm
187.817229,-42 dBm
188.124555,-43 dBm
188.431584,-42 dBm
188.739331,-41 dBm
189.353122,-42 dBm
189.660474,-44 dBm
189.967696,-42 dBm
190.274442,-42 dBm
190.582074,-43 dBm
190.889292,-42 dBm
191.196853,-43 dBm
191.503995,-44 dBm
192.117969,-43 dBm
192.425106,-45 dBm
192.732504,-41 dBm
193.039723,-41 dBm
193.346639,0 dBm
193.653432,-42 dBm
193.961043,-42 dBm
194.267926,-43 dBm
194.88273,-42 dBm
195.190043,-43 dBm
195.497058,-41 dBm
195.804315,-42 dBm
196.111635,-42 dBm
196.41791,-43 dBm
196.72636,-42 dBm
197.033232,-44 dBm
197.340211,-44 dBm
197.6478,-44 dBm
197.954717,-43 dBm
198.262381,-43 dBm
198.569602,-43 dBm
198.876319,-43 dBm
199.183934,-43 dBm
199.798379,-43 dBm
